title,author,category,pages,published,format,dimensions,price,isbn,isbn_10
Love Me Not,M. J. Arlidge,"[""Thrillers & Suspense"", ""Fiction""]",352,2017,paperback,"[2.5, 4, 1.18]",26.4,9780718183851,0718183851
Lebensraum 2018,Ian Muir,"[""Political & Legal Thrillers"", ""Thrillers & Suspense""]",200,2017,"hardcover, paperback","[6, 9, 0.67]",19.95,9781912083619,1912083612
"Harley Quinn Vol. 6 Black, White And Red All Over",Jimmy Palmiotti,"[""Graphic Novels"", ""Fiction""]",144,2017,"hardcover, paperback","[7, 11, 0.48]",25.25,9781401272593,1401272592
Real Account 7, Okushou,"[""Manga"", ""Graphic Novels""]",200,2017,paperback,"[6.5, 10, 0.67]",18.4,9781632364401,1632364409
Generation One,Pittacus Lore,"[""Science Fiction for Children & Teenagers"", ""Children's Fiction""]",347,2017,paperback,"[2.5, 4, 1.16]",19.25,9780718188795,0718188799
4-Ever Theirs,Jayne Rylon,"[""Romance"", ""Fiction""]",140,2017,"hardcover, paperback","[6, 9, 0.47]",21.8,9781941785744,1941785743
The Picture of Dorian Gray,Oscar Wilde,"[""Classic Fiction"", ""Fiction""]",160,2017,paperback,"[3.5, 5.5, 0.54]",11.9,9781629102023,1629102024
One Perfect Lie,Lisa Scottoline,"[""Thrillers & Suspense"", ""Fiction""]",352,2017,paperback,"[8.25, 11.5, 1.18]",24.95,9781472243041,1472243048
High Seas Murder,Peter Drax,"[""Classic Crime"", ""Crime & Mystery""]",224,2017,"hardcover, paperback","[6.5, 9.25, 0.75]",20.25,9781911579632,1911579630
A Deadly Game,Joanne Griffiths,"[""Crime & Mystery"", ""Fiction""]",280,2017,paperback,"[5, 7.37, 0.94]",19.25,9781912175314,1912175312
The Swallow's Nest,Emilie Richards,"[""Modern & Contemporary Fiction"", ""Fiction""]",480,2017,"hardcover, paperback","[6, 9, 1.6]",39.9,9780778330653,0778330656
Love Is Where You Find It,Angelo Thomas Crapanzano,"[""Romance"", ""Fiction""]",208,2017,"hardcover, paperback","[8.25, 11.5, 0.7]",27.5,9781640690547,1640690549
The Art Of War,Stephen Coonts,"[""War & Combat Fiction"", ""Action & Adventure""]",352,2017,"hardcover, paperback","[2, 3, 1.18]",18.9,9781786483652,1786483653
My Fairy Godmother is a Drag Queen,David Clawson,"[""Modern & Contemporary Fiction"", ""Fiction""]",336,2017,hardcover,"[7, 11, 1.13]",22.5,9781510714113,1510714111
Journeys,T. H. Martin,"[""Short Stories"", ""Fiction in Translation and Short Stories""]",264,2017,paperback,"[8.25, 11.5, 0.88]",19.75,9781619847286,1619847280
The Fortune Teller,Gwendolyn Womack,"[""Romantic Suspense Fiction"", ""Romance""]",368,2017,paperback,"[9.5, 12.0, 1.23]",23.75,9781250099778,1250099773
A House Among The Trees,Julia Glass,"[""Modern & Contemporary Fiction"", ""Fiction""]",368,2017,paperback,"[6.5, 9.25, 1.23]",41.25,9781101870365,1101870362
Bound Together,Christine Feehan,"[""Horror & Ghost Stories"", ""Fantasy Fiction""]",416,2017,"hardcover, paperback","[5, 7.37, 1.39]",11.9,9780399583933,0399583939
The Lacemakers,Mrs Meredith,"[""Modern & Contemporary Fiction"", ""Fiction""]",396,2017,"hardcover, paperback","[2, 3, 1.32]",56.25,9783742843562,3742843567
Wilf the Mighty Worrier : Rescues the Dinosaurs,Georgia Pritchett,"[""Humorous Stories for Children & Teenagers"", ""Children's Fiction""]",224,2017,hardcover,"[4, 6.5, 0.75]",14.5,9781784298739,1784298735
True Swamp 2: Anywhere But In . . .,Jon Lewis,"[""Comic Book & Cartoon Art"", ""Illustration & Commercial Art""]",140,2017,hardcover,"[6.5, 10, 0.47]",34.25,9781941250174,1941250173
A-Z of Endangered Animals,Jennifer Cossins,"[""Children's Non-Fiction"", ""Children & Teenagers / Young Adults""]",64,2017,"hardcover, paperback","[9.5, 12.0, 0.22]",22.5,9780734417954,0734417950
Goldenrod,Ann McMan,"[""Modern & Contemporary Fiction"", ""Fiction""]",350,2017,hardcover,"[6.5, 10, 1.17]",27.25,9781612940830,1612940838
Fifth Dragon - Rider Magic,D. Kane,"[""Fantasy Fiction"", ""Fiction""]",336,2017,paperback,"[12.0, 19.0, 1.13]",33.0,9781773027814,1773027816
Heroes Of The Frontier,Dave Eggers,"[""Fiction-Related Items"", ""Fiction""]",400,2017,"hardcover, paperback","[3.5, 5.5, 1.34]",16.9,9780241979044,0241979048
Fight or Die,James Hilton,"[""Crime & Mystery"", ""Fiction""]",368,2017,"hardcover, paperback","[4, 6.75, 1.23]",16.95,9781783294886,1783294884
Robert Ludlum's the Bourne Initiative,Eric Van Lustbader,"[""Espionage & Spy Thrillers"", ""Thrillers & Suspense""]",400,2017,paperback,"[6.5, 10, 1.34]",41.25,9781455597987,1455597988
Last Snow,Eric Van Lustbader,"[""Thrillers & Suspense"", ""Fiction""]",517,2017,hardcover,"[3.5, 5.5, 1.73]",19.25,9780765364364,0765364360
Rebel Angels,James Turner,"[""Graphic Novels"", ""Fiction""]",254,2017,hardcover,"[5, 7.37, 0.85]",17.4,9781593622770,1593622775
The Watcher of Dead Time,Edward Cox,"[""Fantasy Fiction"", ""Fiction""]",400,2017,hardcover,"[7, 11, 1.34]",20.75,9781473200371,1473200377
At the Hand of Her Father,Chris Taylor,"[""Romantic Suspense Fiction"", ""Romance""]",380,2017,hardcover,"[6.5, 10, 1.27]",28.25,9781925119480,1925119483
Damaged People,Bonnie Rozanski,"[""Modern & Contemporary Fiction"", ""Fiction""]",490,2017,"hardcover, paperback","[8.25, 11.5, 1.64]",26.75,9780997960112,0997960116
Fortitude,Jen Guberman,"[""Modern & Contemporary Fiction"", ""Fiction""]",316,2017,hardcover,"[7, 11, 1.06]",35.38,9781366196163,1366196163
Shadow Spell,Nora Roberts,"[""Romantic Suspense Fiction"", ""Romance""]",336,2017,paperback,"[3.5, 5.5, 1.13]",11.9,9780515152906,0515152900
Eleanor Oliphant is Completely Fine,Gail Honeyman,"[""Modern & Contemporary Fiction"", ""Fiction""]",400,2017,paperback,"[5, 7.37, 1.34]",24.4,9780008172114,0008172110
Stealing the Show,Lilliana Rose,"[""Romance"", ""Fiction""]",222,2017,paperback,"[2.5, 4, 0.74]",24.95,9781682913680,1682913686
"Bungo Stray Dogs, Vol. 3",Kafka Asagiri,"[""Manga"", ""Graphic Novels""]",192,2017,"hardcover, paperback","[3.5, 5.5, 0.64]",20.9,9780316468152,0316468150
Starslayer,Mike Grell,"[""Graphic Novels"", ""Fiction""]",240,2017,"hardcover, paperback","[4, 6.75, 0.8]",37.25,9781506702797,1506702791
Everybody's Son,Thrity Umrigar,"[""Modern & Contemporary Fiction"", ""Fiction""]",352,2017,paperback,"[6, 9, 1.18]",39.9,9780062442246,0062442244
The Forced Bride Of Alazar,Kate Hewitt,"[""Adult & Contemporary Romance"", ""Romance""]",192,2017,"hardcover, paperback","[4, 6.75, 0.64]",6.8,9781489224309,1489224300
Secrets of the Italian Gardener,Andrew Crofts,"[""Modern & Contemporary Fiction"", ""Fiction""]",,2017,"hardcover, paperback","[8.25, 11.5, 0.6]",19.95,9781910453384,1910453382
Destination,Kim Vogel Sawyer,"[""Religious & Spiritual Fiction"", ""Fiction""]",296,2017,"hardcover, paperback","[2, 3, 0.99]",23.5,9781944309183,1944309187
Leaving Home,Judith Hudson,"[""Modern & Contemporary Fiction"", ""Fiction""]",114,2017,paperback,"[8.25, 11.5, 0.38]",41.75,9781543428063,1543428061
"The Water Dragon's Bride, Vol. 3",Rei Toma,"[""Manga"", ""Graphic Novels""]",192,2017,paperback,"[2, 3, 0.64]",14.9,9781421592565,1421592568
"Bought For Revenge, Bedded For Pleasure/New Doc In Town",Emma Darcy,"[""Adult & Contemporary Romance"", ""Romance""]",384,2017,hardcover,"[4, 6.75, 1.28]",12.75,9781489238900,1489238905
Poems by the REV. Thomas Penrose,Thomas Penrose,"[""Modern & Contemporary Fiction"", ""Fiction""]",134,2017,"hardcover, paperback","[3.5, 5.5, 0.45]",30.69,9783744716307,3744716309
The Circus Train Conspiracy,Edward Marston,"[""Fiction"", ""\r\nBooks\r\n""]",352,2017,"hardcover, paperback","[6.5, 10, 1.18]",37.5,9780749021276,0749021276
Private Games,James Patterson,"[""Crime & Mystery"", ""Fiction""]",432,2017,hardcover,"[4, 6.75, 1.44]",35.25,9781846059735,1846059739
Walkaway,Cory Doctorow,"[""Science Fiction"", ""Fiction""]",384,2017,hardcover,"[12.0, 19.0, 1.28]",24.95,9781786693068,1786693062
The Swallow's Nest,Emilie Richards,"[""Modern & Contemporary Fiction"", ""Fiction""]",496,2017,hardcover,"[5, 7.37, 1.66]",25.75,9780778320005,0778320006
Under the Floorboards,Frank a Escamilla,"[""Modern & Contemporary Fiction"", ""Fiction""]",252,2017,hardcover,"[5, 7.37, 0.84]",28.4,9780998773216,0998773212
Wings of the Storm,Giles Kristian,"[""Historical Fiction"", ""Fiction""]",432,2017,"hardcover, paperback","[9.5, 12.0, 1.44]",18.9,9780552171335,0552171336
Unintentionally Connected 2,Thomas Valentine,"[""Romance"", ""Fiction""]",150,2017,"hardcover, paperback","[3.5, 5.5, 0.5]",19.25,9781635683615,1635683610
Kulipari,Trevor Pryce,"[""Graphic Novels"", ""Fiction""]",108,2017,paperback,"[2, 3, 0.36]",25.95,9780692836675,0692836675
To the Bright Edge of the World,Eowyn Ivey,"[""Modern & Contemporary Fiction"", ""Fiction""]",496,2017,"hardcover, paperback","[6.5, 9.25, 1.66]",16.9,9781472208620,1472208625
Arthur Humberstone's Sporting Strips,Arthur Humberstone,"[""Graphic Novels"", ""Fiction""]",24,2017,hardcover,"[2, 3, 0.08]",34.25,9781364125776,1364125773
Room Little Darker,June Caldwell,"[""Modern & Contemporary Fiction"", ""Fiction""]",200,2017,hardcover,"[4, 6.5, 0.67]",21.9,9781848406094,1848406096
Fully Doomed,Mick Elliott,"[""Action & Adventure Stories for Children & Teenagers"", ""Children's Fiction""]",256,2017,paperback,"[5, 7.37, 0.86]",12.5,9780734416643,0734416644
The Two Magicians,Zelda Leah Gatuskin,"[""Fantasy Fiction"", ""Fiction""]",440,2017,"hardcover, paperback","[7, 11, 1.47]",34.75,9780938513599,0938513591
Continent,Jim Crace,"[""Myth & Legend Fiction"", ""Fantasy Fiction""]",160,2017,paperback,"[9.5, 12.0, 0.54]",27.25,9780062662408,0062662406
She Wolf Volume 2,Rich Tommaso,"[""Graphic Novels"", ""Fiction""]",96,2017,"hardcover, paperback","[2.5, 4, 0.32]",24.4,9781534301917,1534301917
Generation X,Douglas Coupland,"[""Modern & Contemporary Fiction"", ""Fiction""]",224,2017,hardcover,"[7, 11, 0.75]",16.9,9780349142593,0349142599
Stillhouse Lake,Rachel Caine,"[""Thrillers & Suspense"", ""Fiction""]",300,2017,hardcover,"[4, 6.75, 1.0]",25.75,9781477848661,1477848665
The Testament of Mary,Colm Toibin,"[""Modern & Contemporary Fiction"", ""Fiction""]",112,2017,paperback,"[2, 3, 0.38]",15.95,9781742611044,1742611044
Her Pregnancy Bombshell/Behind The Billionaire's Guarded Heart,Liz Fielding,"[""Adult & Contemporary Romance"", ""Romance""]",576,2017,hardcover,"[12.0, 19.0, 1.92]",12.5,9781489240057,1489240055
Aberrant,Marek Sindelka,"[""Modern & Contemporary Fiction"", ""Fiction""]",220,2017,paperback,"[2.5, 4, 0.74]",25.75,9788086264509,8086264505
The Nurse's Baby Secret,Janice Lynn,"[""Adult & Contemporary Romance"", ""Romance""]",312,2017,paperback,"[4, 6.75, 1.04]",6.5,9781489236845,1489236848
Shakespeare's Sonnets and Other Poems,William Shakespeare,"[""Individual Poets"", ""Poetry""]",224,2017,paperback,"[5, 7.37, 0.75]",16.95,9781626869714,1626869715
Pages for You,Sylvia Brownrigg,"[""Modern & Contemporary Fiction"", ""Fiction""]",272,2017,paperback,"[5.37, 8, 0.91]",17.95,9781509836604,1509836608
"Anonymous Noise, Vol. 3",Ryoko Fukuyama,"[""Manga"", ""Graphic Novels""]",200,2017,"hardcover, paperback","[6.5, 9.25, 0.67]",14.9,9781421594224,1421594226
Dark Souls,George Mann,"[""Graphic Novels"", ""Fiction""]",112,2017,paperback,"[12.0, 19.0, 0.38]",22.25,9781785853678,1785853678
The Lucky One ,Caroline Overington,"[""Thrillers & Suspense"", ""Fiction""]",336,2017,hardcover,"[5.37, 8, 1.13]",24.5,9780732299767,0732299764
The Farthest Edge,Kristen Ashley,"[""Romance"", ""Fiction""]",512,2017,hardcover,"[3.5, 5.5, 1.71]",23.75,9781250121134,1250121132
"Beignets, Brides and Bodies",J. R. Ripley,"[""Crime & Mystery"", ""Fiction""]",240,2017,"hardcover, paperback","[2, 3, 0.8]",30.95,9781847517456,1847517455
The Ion Raider,Ian Whates,"[""Science Fiction"", ""Fiction""]",242,2017,paperback,"[4, 6.75, 0.81]",24.95,9781910935385,1910935387
Country Girls,Edna O'Brien,"[""Modern & Contemporary Fiction"", ""Fiction""]",96,2017,"hardcover, paperback","[5.37, 8, 0.32]",21.95,9780571340736,0571340733
Rage of Angels,Sidney Sheldon,"[""Thrillers & Suspense"", ""Fiction""]",512,2017,paperback,"[6.5, 9.25, 1.71]",9.75,9781478948391,1478948396
World Of Tanks,Garth Ennis,"[""Computer Games & Online Games Strategy Guides"", ""Digital Lifestyle""]",120,2017,paperback,"[2, 3, 0.4]",24.95,9781506700601,1506700608
See You in September,Charity Norman,"[""Modern & Contemporary Fiction"", ""Fiction""]",432,2017,"hardcover, paperback","[4, 6.75, 1.44]",14.95,9781743318775,1743318774
Her Own Hero,Jenn Sadai,"[""Contemporary Women's Fiction "", ""Fiction""]",144,2017,"hardcover, paperback","[9.5, 12.0, 0.48]",22.75,9781945619151,1945619155
The Writing Desk,Rachel Hauck,"[""Adult & Contemporary Romance"", ""Romance""]",352,2017,"hardcover, paperback","[9.5, 12.0, 1.18]",25.75,9780310341598,0310341590
The Atomic Weight Of Love,Elizabeth J Church,"[""Modern & Contemporary Fiction"", ""Fiction""]",368,2017,"hardcover, paperback","[7, 11, 1.23]",16.9,9780008209322,0008209324
Sisters,Louisa May Alcott,"[""Classic Fiction for Children & Teenagers"", ""Children's Fiction""]",96,2017,paperback,"[8.25, 11.5, 0.32]",7.9,9781784872755,178487275X
Where The Dead Lie,C.S. Harris,"[""Historical Mysteries"", ""Crime & Mystery""]",352,2017,paperback,"[2.5, 4, 1.18]",36.5,9780451471192,0451471199
Gamble with the Sun,Phil Ford,"[""Short Stories"", ""Fiction in Translation and Short Stories""]",190,2017,paperback,"[9.5, 12.0, 0.64]",38.45,9781524698089,1524698083
I am the Brother of XX,Fleur Jaeggy,"[""Modern & Contemporary Fiction"", ""Fiction""]",144,2017,hardcover,"[5, 7.37, 0.48]",18.9,9781911508021,1911508024
Generation Next ,Oli White,"[""General Fiction for Children & Teenagers"", ""Children's Fiction""]",304,2017,"hardcover, paperback","[7, 11, 1.02]",20.9,9781473634428,1473634423
The Woman in Cabin 10,Ruth Ware,"[""Thrillers & Suspense"", ""Fiction""]",384,2017,"hardcover, paperback","[2, 3, 1.28]",23.25,9781501132957,1501132954
Emergency Instructions,Michael Gills,"[""Modern & Contemporary Fiction"", ""Fiction""]",214,2017,"hardcover, paperback","[8.25, 11.5, 0.72]",31.25,9781935738954,193573895X
Hunted,Cynthia Eden,"[""Romance"", ""Fiction""]",256,2017,paperback,"[4, 6.5, 0.86]",9.9,9781335721075,133572107X
The Deer Stalker,Zane Grey,"[""Fiction"", ""\r\nBooks\r\n""]",248,2017,paperback,"[4, 6.75, 0.83]",24.25,9781634502641,1634502647
Every Little Thing,Samantha Young,"[""Romance"", ""Fiction""]",400,2017,paperback,"[5, 7.37, 1.34]",16.75,9780349412603,034941260X
Marrying The Rebellious Miss/The Convenient Felstone Marriage/Claiming His Highland Bride,Bronwyn Scott,"[""Historical Romance"", ""Romance""]",840,2017,paperback,"[4, 6.75, 2.8]",19.5,9781489236982,1489236988
The Opal Crown - Book Five of the Seven Stones of Power,Andy Stone,"[""Fantasy Fiction"", ""Fiction""]",438,2017,"hardcover, paperback","[8.25, 11.5, 1.46]",38.5,9780987418883,0987418882
Maybe This Love,Jennifer Snow,"[""Romance"", ""Fiction""]",304,2017,"hardcover, paperback","[6.5, 10, 1.02]",11.9,9781455594870,1455594873
Stars Across the Ocean,Kimberley Freeman,"[""Historical Fiction"", ""Fiction""]",464,2017,paperback,"[6, 9, 1.55]",24.95,9780733633546,0733633544
The Other Teachers,Oj Francis,"[""Modern & Contemporary Fiction"", ""Fiction""]",278,2017,paperback,"[7, 11, 0.93]",48.9,9781524596989,1524596981
Buddy&friends,Ben Curtis,"[""Thrillers & Suspense"", ""Fiction""]",28,2017,paperback,"[4, 6.75, 0.1]",20.9,9781543901665,1543901662
Girl Last Seen,Nina Laurin,"[""Thrillers & Suspense"", ""Fiction""]",352,2017,hardcover,"[7, 11, 1.18]",24.25,9781455569021,145556902X
The Burden,"A, writing as Mary Westmacott Christie","[""Classic Crime"", ""Crime & Mystery""]",256,2017,paperback,"[8.25, 11.5, 0.86]",16.9,9780008131456,0008131457
Friends and Liars,Kaela Coble,"[""Fiction"", ""\r\nBooks\r\n""]",368,2017,"hardcover, paperback","[7, 11, 1.23]",24.4,9781786492050,1786492059
Beyond,Angela Larkin,"[""Modern & Contemporary Fiction"", ""Fiction""]",,2017,hardcover,"[5, 7.37, 0.6]",31.25,9781462120260,1462120261
Nightfall/Nightshade/Night Smoke,Nora Roberts,"[""Adult & Contemporary Romance"", ""Romance""]",368,2017,paperback,"[6.5, 9.25, 1.23]",25.4,9781489243294,1489243291
Red Hunter,Lisa Unger,"[""Thrillers & Suspense"", ""Fiction""]",400,2017,paperback,"[12.0, 19.0, 1.34]",24.95,9781471150517,1471150518
White Teeth,Zadie Smith,"[""Modern & Contemporary Fiction"", ""Fiction""]",560,2017,paperback,"[3.5, 5.5, 1.87]",16.9,9780241981399,0241981395
Armies,Jean-Pierre Dionnet,"[""Graphic Novels"", ""Fiction""]",184,2017,"hardcover, paperback","[2.5, 4, 0.62]",29.95,9781594658594,1594658595
"Love to Lie Angle, Volume 1",Merryhachi,"[""Manga"", ""Graphic Novels""]",,2017,hardcover,"[4, 6.5, 0.6]",29.5,9781624592843,1624592848
The Killer,Susan Wilkins,"[""Crime & Mystery"", ""Fiction""]",352,2017,"hardcover, paperback","[9.5, 12.0, 1.18]",25.5,9781509859160,1509859160
Spider-Gwen Vol. 3,Jason Latour,"[""Graphic Novels"", ""Fiction""]",112,2017,hardcover,"[3.5, 5.5, 0.38]",23.75,9781302903107,1302903101
Mumbo Jumbo,Ishmael Reed,"[""Social Discrimination & Inequality"", ""Social Issues & Processes""]",224,2017,paperback,"[6.5, 9.25, 0.75]",20.75,9780241305812,0241305810
"Bleach (3-in-1 Edition), Vol. 19",Tite Kubo,"[""Manga"", ""Graphic Novels""]",592,2017,"hardcover, paperback","[3.5, 5.5, 1.98]",18.75,9781421590967,1421590964
Dancing with Ghosts,Emily Gillespie,"[""Horror & Ghost Stories"", ""Fantasy Fiction""]",258,2017,hardcover,"[2, 3, 0.86]",49.25,9781988170060,1988170060
The Sellout,Paul Beatty,"[""Fiction"", ""\r\nBooks\r\n""]",304,2017,hardcover,"[2, 3, 1.02]",15.95,9781786071460,1786071460
The Deepest Grave,Harry Bingham,"[""Crime & Mystery"", ""Fiction""]",464,2017,paperback,"[4, 6.75, 1.55]",26.4,9781409152798,1409152790
The Totally Awesome Hulk Vol. 3,Comics Marvel,"[""Superheroes & Super-villains"", ""Graphic Novels""]",136,2017,hardcover,"[5, 7.37, 0.46]",28.75,9781302903312,1302903314
Unleashed Chains,Hazel,"[""Modern & Contemporary Fiction"", ""Fiction""]",346,2017,hardcover,"[4, 6.5, 1.16]",32.9,9780692858929,069285892X
Sound! Euphonium (light novel),Ayano Takeda,"[""General Fiction for Children & Teenagers"", ""Children's Fiction""]",192,2017,"hardcover, paperback","[6, 9, 0.64]",22.75,9780316558594,0316558591
Seized By Seduction,Brenda Jackson,"[""Thrillers & Suspense"", ""Fiction""]",408,2017,hardcover,"[3.5, 5.5, 1.36]",12.9,9781489238474,1489238476
In Calabria,Peter S. Beagle,"[""Fantasy Fiction"", ""Fiction""]",176,2017,hardcover,"[8.25, 11.5, 0.59]",26.25,9781616962487,1616962488
There Will Be Chaos,Chris Savino,"[""Comic Strip Fiction & Graphic Novels for Children & Teenagers"", ""Children's Fiction""]",56,2017,"hardcover, paperback","[6, 9, 0.19]",11.9,9781629917405,1629917400
In The Pines,Erik Kriek,"[""Literary & Memoirs"", ""Graphic Novels""]",136,2017,paperback,"[9.5, 12.0, 0.46]",35.25,9781683960119,1683960114
Spider-Man,J.M. Dematteis,"[""Superheroes & Super-villains"", ""Graphic Novels""]",480,2017,paperback,"[5.37, 8, 1.6]",55.25,9781302903688,1302903683
Galactic Games,Bryan Thomas Schmidt,"[""Science Fiction"", ""Fiction""]",448,2017,paperback,"[8.25, 11.5, 1.5]",13.9,9781481482639,1481482637
Where Dragonflies Hover,Annemarie Brear,"[""Modern & Contemporary Fiction"", ""Fiction""]",,2017,"hardcover, paperback","[2, 3, 0.6]",14.95,9781781893739,178189373X
The Soul of the Matter,Bruce Buff,"[""Thrillers & Suspense"", ""Fiction""]",432,2017,"hardcover, paperback","[5, 7.37, 1.44]",27.25,9781501141881,1501141880
Deadly Chains,Sheila Kendall,"[""Crime & Mystery"", ""Fiction""]",126,2017,"hardcover, paperback","[6.5, 9.25, 0.42]",15.75,9781786451286,178645128X
Heart of Malice,Lisa Edmonds,"[""Paranormal Romance Fiction"", ""Romance""]",324,2017,paperback,"[6.5, 10, 1.08]",22.75,9781944728342,1944728341
The Seven Deadly Sins 21,Nakaba Suzuki,"[""Manga"", ""Graphic Novels""]",192,2017,paperback,"[3.5, 5.5, 0.64]",18.4,9781632364425,1632364425
Jaded,Colleen Baxter Sullivan,"[""Thrillers & Suspense"", ""Fiction""]",336,2017,"hardcover, paperback","[6.5, 9.25, 1.13]",28.75,9781684194155,1684194156
The House at Riverton,Kate Morton,"[""Modern & Contemporary Fiction"", ""Fiction""]",624,2017,hardcover,"[5.37, 8, 2.08]",18.9,9781509841417,1509841415
Hell's Bounty,Joe R Lansdale,"[""Horror & Ghost Stories"", ""Fantasy Fiction""]",244,2017,"hardcover, paperback","[5.37, 8, 0.82]",26.25,9781909640627,190964062X
Toughest Cowboy in Texas (Forever Special Release),Carolyn Brown,"[""Western Romance"", ""Romance""]",352,2017,hardcover,"[2.5, 4, 1.18]",11.9,9781455597444,1455597449
Women Who Kill,Sarah Tanat-Jones,"[""True Crime"", ""True Stories""]",40,2017,paperback,"[5, 7.37, 0.14]",14.9,9781908714411,1908714417
The Sisters Chase,Sarah Healy,"[""Modern & Contemporary Fiction"", ""Fiction""]",304,2017,hardcover,"[12.0, 19.0, 1.02]",25.5,9780349134543,0349134545
The Handmaid's Tale,Margaret Atwood,"[""Modern & Contemporary Fiction"", ""Fiction""]",320,2017,"hardcover, paperback","[4, 6.5, 1.07]",30.9,9781328879943,1328879941
The Doll Funeral,Kate Hamer,"[""Modern & Contemporary Fiction"", ""Fiction""]",368,2017,hardcover,"[4, 6.75, 1.23]",23.95,9780571334421,0571334423
The Changeover,Margaret Mahy,"[""Children's Fiction"", ""Children & Teenagers / Young Adults""]",224,2017,paperback,"[2.5, 4, 0.75]",14.25,9781869713553,1869713559
Boywatching: Season Three,Chloe Bennet,"[""General Fiction for Children & Teenagers"", ""Children's Fiction""]",288,2017,"hardcover, paperback","[4, 6.5, 0.96]",14.25,9781408345122,1408345129
A Mighty Dawn,Theodore Brun,"[""Fantasy Fiction"", ""Fiction""]",608,2017,paperback,"[5.37, 8, 2.03]",24.95,9781782399957,178239995X
The Truth About Love and Dukes,Laura Lee Guhrke,"[""Romance"", ""Fiction""]",384,2017,"hardcover, paperback","[12.0, 19.0, 1.28]",11.9,9780062469854,0062469851
The Year's Best Dark Fantasy & Horror 2017 Edition,Paula Guran,"[""Fantasy Fiction"", ""Fiction""]",528,2017,paperback,"[3.5, 5.5, 1.76]",29.95,9781607014935,1607014939
The Dressmaker's Secret,Charlotte Betts,"[""Historical Fiction"", ""Fiction""]",384,2017,hardcover,"[3.5, 5.5, 1.28]",27.5,9780349414140,0349414149
Deposed,David Barbaree,"[""Thrillers & Suspense"", ""Fiction""]",480,2017,"hardcover, paperback","[6.5, 10, 1.6]",33.75,9781785762673,1785762672
The Lauras,Sara Taylor,"[""Modern & Contemporary Fiction"", ""Fiction""]",304,2017,"hardcover, paperback","[4, 6.5, 1.02]",14.95,9780099510642,0099510642
In the Place of Fallen Leaves,Tim Pears,"[""Fiction"", ""\r\nBooks\r\n""]",288,2017,"hardcover, paperback","[9.5, 12.0, 0.96]",15.9,9781408884102,1408884100
The Horseman,Charlotte Nash,"[""Adult & Contemporary Romance"", ""Romance""]",352,2017,"hardcover, paperback","[5.37, 8, 1.18]",16.75,9780733638633,0733638635
Motherhood,Helen Simpson,"[""Short Stories"", ""Fiction in Translation and Short Stories""]",128,2017,"hardcover, paperback","[12.0, 19.0, 0.43]",7.9,9781784872731,1784872733
Thrawn,Timothy Zahn,"[""Space Opera"", ""Science Fiction""]",448,2017,hardcover,"[4, 6.5, 1.5]",40.75,9780345511270,0345511271
Eagle and Empire (The Hesperian Trilogy #3),Alan Smale,"[""Fantasy Fiction"", ""Fiction""]",368,2017,"hardcover, paperback","[6, 9, 1.23]",14.95,9781783294060,178329406X
The Butcher Bird,S. D. Sykes,"[""Crime & Mystery"", ""Fiction""]",352,2017,hardcover,"[2, 3, 1.18]",24.25,9781681773414,1681773414
Reliant,S Kay,"[""Fantasy Fiction"", ""Fiction""]",146,2017,hardcover,"[4, 6.75, 0.49]",35.95,9780986231407,0986231401
First Friday,Tory Hartmann,"[""Unknown Default Category"", ""\r\nBooks\r\n""]",334,2017,hardcover,"[2.5, 4, 1.12]",46.75,9781937818067,1937818063
The Solace of Trees,Robert Madrygin,"[""War & Combat Fiction"", ""Action & Adventure""]",352,2017,hardcover,"[12.0, 19.0, 1.18]",27.25,9780997316902,099731690X
Queen Sugar,Natalie Baszile,"[""Modern & Contemporary Fiction"", ""Fiction""]",384,2017,paperback,"[5, 7.37, 1.28]",25.75,9780143132738,0143132733
The Incredible Crime,Lois Austen-Leigh,"[""Historical Mysteries"", ""Crime & Mystery""]",232,2017,hardcover,"[6.5, 9.25, 0.78]",21.25,9781464207464,1464207461
Jonathan Unleashed,Meg Rosoff,"[""Modern & Contemporary Fiction"", ""Fiction""]",288,2017,"hardcover, paperback","[5.37, 8, 0.96]",13.35,9781408870792,1408870797
In Two Minds,Gordon Parker,"[""Modern & Contemporary Fiction"", ""Fiction""]",320,2017,hardcover,"[4, 6.5, 1.07]",20.9,9781925384192,1925384195
Checkpoint,Jean-Christophe Rufin,"[""Modern & Contemporary Fiction"", ""Fiction""]",304,2017,hardcover,"[12.0, 19.0, 1.02]",24.4,9781609453725,1609453727
Hard Justice,Lori Foster,"[""Romance"", ""Fiction""]",384,2017,"hardcover, paperback","[9.5, 12.0, 1.28]",11.9,9780373799329,0373799322
The Invisible Mile,David Coventry,"[""First World War Fiction"", ""War & Combat Fiction""]",320,2017,paperback,"[2, 3, 1.07]",18.9,9781509822935,1509822933
Lady Luck,Kristen Ashley,"[""Romance"", ""Fiction""]",560,2017,paperback,"[9.5, 12.0, 1.87]",16.9,9781538744369,1538744368
Chinesische Volksmarchen,Richard Wilhelm,"[""Myth & Legend Fiction"", ""Fantasy Fiction""]",306,2017,paperback,"[4, 6.75, 1.02]",96.25,9783843046213,3843046212
Prince Harry Boy to Man,William Kuhn,"[""Modern & Contemporary Fiction"", ""Fiction""]",314,2017,paperback,"[6.5, 9.25, 1.05]",20.25,9780998917009,0998917001
